id,tournament_id,stadie_id,match_order,match_ret,winner_code,winner_name,winner_citizenship,winner_age,loser_code,loser_name,loser_citizenship,loser_age,winner_seed,loser_seed,match_score,winner_sets_won,loser_sets_won,winner_games_won,loser_games_won,winner_tiebreaks_won,loser_tiebreaks_won,stats_url,match_duration,win_aces,win_double_faults,win_first_serves_in,win_first_serves_total,win_first_serve_points_won,win_first_serve_points_total,win_second_serve_points_won,win_second_serve_points_total,win_break_points_saved,win_break_points_serve_total,win_service_points_won,win_service_points_total,win_first_serve_return_won,win_first_serve_return_total,win_second_serve_return_won,win_second_serve_return_total,win_break_points_converted,win_break_points_return_total,win_service_games_played,win_return_games_played,win_return_points_won,win_return_points_total,win_total_points_won,win_total_points_total,win_winners,win_forced_errors,win_unforced_errors,win_net_points_won,win_net_points_total,win_fastest_first_serves_kmh,win_average_first_serves_kmh,win_fastest_second_serve_kmh,win_average_second_serve_kmh,los_aces,los_double_faults,los_first_serves_in,los_first_serves_total,los_first_serve_points_won,los_first_serve_points_total,los_second_serve_points_won,los_second_serve_points_total,los_break_points_saved,los_break_points_serve_total,los_service_points_won,los_service_points_total,los_first_serve_return_won,los_first_serve_return_total,los_second_serve_return_won,los_second_serve_return_total,los_break_points_converted,los_break_points_return_total,los_service_games_played,los_return_games_played,los_return_points_won,los_return_points_total,los_total_points_won,los_total_points_total,los_winners,los_forced_errors,los_unforced_errors,los_net_points_won,los_net_points_total,los_fastest_first_serves_kmh,los_average_first_serves_kmh,los_fastest_second_serve_kmh,los_average_second_serve_kmh
2013-339-ma41-g511-Q1,2013-339,Q1,14,,ma41,Ivo Minar,CZE,28.607,g511,Simon Greul,GER,31.712,,,16 61 62,2,1,13,9,0,0,https://www.atptour.com/en/scores/2013/339/QS022/match-stats?isLive=False,75,14,0,31,57,24,31,16,26,3,5,40,57,16,45,15,29,4,11,11,11,31,74,71,131,,,,,,,,,,1,2,45,74,29,45,14,29,7,11,43,74,7,31,10,26,2,5,11,11,17,57,60,131,,,,,,,,,
2013-339-mh30-sm09-Q1,2013-339,Q1,13,,mh30,John Millman,AUS,23.543,sm09,Luke Saville,AUS,18.991,,WC,62 62,2,0,12,4,0,0,https://www.atptour.com/en/scores/2013/339/QS026/match-stats?isLive=False,63,4,0,22,37,21,22,11,15,0,0,32,37,14,37,11,15,4,8,8,8,25,52,57,89,,,,,,,,,,3,2,37,52,23,37,4,15,4,8,27,52,1,22,4,15,0,0,8,8,5,37,32,89,,,,,,,,,
2013-339-mi01-sm25-Q1,2013-339,Q1,15,,mi01,Hiroki Moriya,JPN,22.204,sm25,Jack Sock,USA,20.266,,,76(4) 36 64,2,1,16,16,1,0,https://www.atptour.com/en/scores/2013/339/QS030/match-stats?isLive=False,154,3,11,56,128,42,56,39,72,8,10,81,128,11,52,16,40,1,4,16,15,27,92,108,220,,,,,,,,,,18,5,52,92,41,52,24,40,3,4,65,92,14,56,33,72,2,10,15,16,47,128,112,220,,,,,,,,,
2013-339-w571-sf62-Q1,2013-339,Q1,7,,w571,Di Wu,CHN,21.293,sf62,Tim Smyczek,USA,25,,7,64 63,2,0,12,7,0,0,https://www.atptour.com/en/scores/2013/339/QS023/match-stats?isLive=False,69,0,3,36,70,29,36,19,34,4,4,48,70,10,40,8,13,2,3,10,9,18,53,66,123,,,,,,,,,,3,1,40,53,30,40,5,13,1,3,35,53,7,36,15,34,0,4,9,10,22,70,57,123,,,,,,,,,
2013-339-y124-r397-Q1,2013-339,Q1,3,,y124,Donald Young,USA,23.435,r397,Olivier Rochus,BEL,31.948,,3,63 64,2,0,12,7,0,0,https://www.atptour.com/en/scores/2013/339/QS024/match-stats?isLive=False,75,4,4,45,61,33,45,8,16,3,4,41,61,15,44,12,17,3,6,10,9,27,61,68,122,,,,,,,,,,0,3,44,61,29,44,5,17,3,6,34,61,12,45,8,16,1,4,9,10,20,61,54,122,,,,,,,,,
2013-339-z168-sg87-Q1,2013-339,Q1,16,,z168,Mischa Zverev,GER,25.354,sg87,Ryan Sweeting,USA,25.459,,,61 63,2,0,12,4,0,0,https://www.atptour.com/en/scores/2013/339/QS025/match-stats?isLive=False,60,3,2,35,49,26,35,8,14,0,0,34,49,21,40,9,17,4,6,8,8,30,57,64,106,,,,,,,,,,4,3,40,57,19,40,8,17,2,6,27,57,9,35,6,14,0,0,8,8,15,49,42,106,,,,,,,,,
2013-339-h940-k624-Q2,2013-339,Q2,1,,h940,Ryan Harrison,USA,20.645,k624,Bastian Knittel,GER,29.392,2,,75 64,2,0,13,9,0,0,https://www.atptour.com/en/scores/2013/339/QS010/match-stats?isLive=False,79,6,1,49,63,36,49,7,14,2,3,43,63,12,36,16,31,3,5,11,11,28,67,71,130,,,,,,,,,,3,5,36,67,24,36,15,31,2,5,39,67,13,49,7,14,1,3,11,11,20,63,59,130,,,,,,,,,
2013-339-j386-mi01-Q2,2013-339,Q2,5,,j386,Steve Johnson,USA,23.016,mi01,Hiroki Moriya,JPN,22.204,,,62 46 75,2,1,17,13,0,0,https://www.atptour.com/en/scores/2013/339/QS015/match-stats?isLive=False,151,18,4,54,100,41,54,26,46,10,11,67,100,21,65,23,50,3,16,15,15,44,115,111,215,,,,,,,,,,7,5,65,115,44,65,27,50,13,16,71,115,13,54,20,46,1,11,15,15,33,100,104,215,,,,,,,,,
2013-339-k403-d994-Q2,2013-339,Q2,6,,k403,Igor Kunitsyn,RUS,31.25,d994,James Duckworth,AUS,20.94,,,67(8) 62 63,2,1,18,12,0,1,https://www.atptour.com/en/scores/2013/339/QS008/match-stats?isLive=False,125,9,4,60,99,45,60,24,39,3,3,69,99,12,48,18,37,3,5,15,14,30,85,99,184,,,,,,,,,,12,0,48,85,36,48,19,37,2,5,55,85,15,60,15,39,0,3,14,15,30,99,85,184,,,,,,,,,
2013-339-kb09-be90-Q2,2013-339,Q2,3,,kb09,Denis Kudla,USA,20.368,be90,Ricardas Berankis,LTU,22.524,,5,76 36 64,2,1,16,16,1,0,https://www.atptour.com/en/scores/2013/339/QS009/match-stats?isLive=False,113,5,7,61,97,43,61,19,36,8,11,62,97,20,59,17,38,3,7,15,16,37,97,99,194,,,,,,,,,,5,1,59,97,39,59,21,38,4,7,60,97,18,61,17,36,3,11,16,15,35,97,95,194,,,,,,,,,
2013-339-l799-d499-Q2,2013-339,Q2,2,,l799,Jesse Levine,CAN,25.206,d499,Frank Dancevic,CAN,28.26,4,,75 36 62,2,1,16,13,0,0,https://www.atptour.com/en/scores/2013/339/QS014/match-stats?isLive=False,104,6,2,57,83,42,57,15,26,2,4,57,83,20,60,19,31,4,8,14,15,39,91,96,174,,,,,,,,,,7,4,60,91,40,60,12,31,4,8,52,91,15,57,11,26,2,4,15,14,26,83,78,174,,,,,,,,,
2013-339-ma41-w571-Q2,2013-339,Q2,7,,ma41,Ivo Minar,CZE,28.607,w571,Di Wu,CHN,21.293,,,64 64,2,0,12,8,0,0,https://www.atptour.com/en/scores/2013/339/QS011/match-stats?isLive=False,77,12,0,45,72,34,45,13,27,4,5,47,72,14,37,16,32,3,7,10,10,30,69,77,141,,,,,,,,,,6,3,37,69,23,37,16,32,4,7,39,69,11,45,14,27,1,5,10,10,25,72,64,141,,,,,,,,,
2013-339-mh30-b842-Q2,2013-339,Q2,4,,mh30,John Millman,AUS,23.543,b842,Alex Bogomolov Jr.,RUS,29.685,,8,75 63,2,0,13,8,0,0,https://www.atptour.com/en/scores/2013/339/QS013/match-stats?isLive=False,106,9,4,32,66,22,32,20,34,4,5,42,66,30,63,7,18,4,10,10,11,37,81,79,147,,,,,,,,,,2,2,63,81,33,63,11,18,6,10,44,81,10,32,14,34,1,5,11,10,24,66,68,147,,,,,,,,,
2013-339-y124-z168-Q2,2013-339,Q2,8,,y124,Donald Young,USA,23.435,z168,Mischa Zverev,GER,25.354,,,75 62,2,0,13,7,0,0,https://www.atptour.com/en/scores/2013/339/QS012/match-stats?isLive=False,80,2,4,54,71,39,54,6,17,7,8,45,71,12,41,17,23,4,8,10,10,29,64,74,135,,,,,,,,,,9,2,41,64,29,41,6,23,4,8,35,64,15,54,11,17,1,8,10,10,26,71,61,135,,,,,,,,,
2013-339-h940-ma41-Q3,2013-339,Q3,1,,h940,Ryan Harrison,USA,20.645,ma41,Ivo Minar,CZE,28.607,2,,64 61,2,0,12,5,0,0,https://www.atptour.com/en/scores/2013/339/QS005/match-stats?isLive=False,61,5,0,35,52,25,35,13,17,1,1,38,52,11,31,13,24,3,8,9,8,24,55,62,107,,,,,,,,,,7,2,31,55,20,31,11,24,5,8,31,55,10,35,4,17,0,1,8,9,14,52,45,107,,,,,,,,,
2013-339-kb09-k403-Q3,2013-339,Q3,3,,kb09,Denis Kudla,USA,20.368,k403,Igor Kunitsyn,RUS,31.25,,,64 16 63,2,1,13,13,0,0,https://www.atptour.com/en/scores/2013/339/QS004/match-stats?isLive=False,84,11,2,44,72,33,44,15,28,2,5,48,72,16,50,8,21,3,4,13,13,24,71,72,143,,,,,,,,,,6,1,50,71,34,50,13,21,1,4,47,71,11,44,13,28,3,5,13,13,24,72,71,143,,,,,,,,,
2013-339-l799-j386-Q3,2013-339,Q3,2,,l799,Jesse Levine,CAN,25.206,j386,Steve Johnson,USA,23.016,4,,76(4) 63,2,0,13,9,1,0,https://www.atptour.com/en/scores/2013/339/QS007/match-stats?isLive=False,77,13,1,49,65,39,49,10,16,3,4,49,65,11,40,14,26,2,4,11,10,25,66,74,131,,,,,,,,,,13,3,40,66,29,40,12,26,2,4,41,66,10,49,6,16,1,4,10,11,16,65,57,131,,,,,,,,,
2013-339-mh30-y124-Q3,2013-339,Q3,4,,mh30,John Millman,AUS,23.543,y124,Donald Young,USA,23.435,,,64 62,2,0,12,6,0,0,https://www.atptour.com/en/scores/2013/339/QS006/match-stats?isLive=False,72,2,2,37,55,29,37,10,18,3,3,39,55,12,30,9,19,3,6,9,9,21,49,60,104,,,,,,,,,,2,1,30,49,18,30,10,19,3,6,28,49,8,37,8,18,0,3,9,9,16,55,44,104,,,,,,,,,
2013-339-b837-mk40-R32,2013-339,R32,5,,b837,Marcos Baghdatis,CYP,27.534,mk40,Benjamin Mitchell,AUS,20.083,,WC,64 64,2,0,12,8,0,0,https://www.atptour.com/en/scores/2013/339/MS025/match-stats?isLive=False,77,5,1,35,60,30,35,14,25,4,4,44,60,7,35,12,22,2,2,10,10,19,57,63,117,,,,,,,,,,5,1,35,57,28,35,10,22,0,2,38,57,5,35,11,25,0,4,10,10,16,60,54,117,,,,,,,,,
2013-339-d875-ba23-R32,2013-339,R32,6,,d875,Grigor Dimitrov,BUL,21.62,ba23,Brian Baker,USA,27.666,,,63 76(8),2,0,13,9,1,0,https://www.atptour.com/en/scores/2013/339/MS030/match-stats?isLive=False,82,10,1,40,64,33,40,15,24,0,1,48,64,21,49,5,21,2,5,11,10,26,70,74,134,,,,,,,,,,6,2,49,70,28,49,16,21,3,5,44,70,7,40,9,24,1,1,10,11,16,64,60,134,,,,,,,,,
2013-339-f444-l799-R32,2013-339,R32,7,,f444,Alejandro Falla,COL,29.126,l799,Jesse Levine,CAN,25.206,,Q,61 76(8),2,0,13,7,1,0,https://www.atptour.com/en/scores/2013/339/MS026/match-stats?isLive=False,78,11,1,46,59,40,46,8,13,0,0,48,59,16,45,13,29,2,10,10,9,29,74,77,133,,,,,,,,,,5,2,45,74,29,45,16,29,8,10,45,74,6,46,5,13,0,0,9,10,11,59,56,133,,,,,,,,,
2013-339-gb88-e690-R32,2013-339,R32,8,,gb88,David Goffin,BEL,22.061,e690,Matthew Ebden,AUS,25.094,,WC,62 62,2,0,12,4,0,0,https://www.atptour.com/en/scores/2013/339/MS029/match-stats?isLive=False,55,2,2,28,43,22,28,11,15,2,2,33,43,9,18,11,22,4,4,8,8,20,40,53,83,,,,,,,,,,1,4,18,40,9,18,11,22,0,4,20,40,6,28,4,15,0,2,8,8,10,43,30,83,,,,,,,,,
2013-339-h432-k403-R32,2013-339,R32,9,,h432,Lleyton Hewitt,AUS,31.849,k403,Igor Kunitsyn,RUS,31.25,WC,LL,63 46 62,2,1,16,11,0,0,https://www.atptour.com/en/scores/2013/339/MS018/match-stats?isLive=False,124,8,2,34,69,29,34,21,35,1,2,50,69,16,53,27,46,4,10,13,14,43,99,93,168,,,,,,,,,,7,5,53,99,37,53,19,46,6,10,56,99,5,34,14,35,1,2,14,13,19,69,75,168,,,,,,,,,
2013-339-i165-k966-R32,2013-339,R32,4,,i165,Denis Istomin,UZB,26.311,k966,Martin Klizan,SVK,23.467,,8,61 62,2,0,12,3,0,0,https://www.atptour.com/en/scores/2013/339/MS019/match-stats?isLive=False,70,6,2,33,53,28,33,8,20,2,2,36,53,12,31,17,26,4,13,8,7,29,57,65,110,,,,,,,,,,3,3,31,57,19,31,9,26,9,13,28,57,5,33,12,20,0,2,7,8,17,53,45,110,,,,,,,,,
2013-339-m762-kb09-R32,2013-339,R32,3,,m762,Jurgen Melzer,AUT,31.604,kb09,Denis Kudla,USA,20.368,7,Q,26 64 64,2,1,14,14,0,0,https://www.atptour.com/en/scores/2013/339/MS028/match-stats?isLive=False,107,5,1,55,78,40,55,12,23,3,6,52,78,11,48,23,43,3,7,14,14,34,91,86,169,,,,,,,,,,3,3,48,91,37,48,20,43,4,7,57,91,15,55,11,23,3,6,14,14,26,78,83,169,,,,,,,,,
2013-339-mb02-g725-R32,2013-339,R32,2,,mb02,Florian Mayer,GER,29.233,g725,Santiago Giraldo,COL,25.091,6,,64 64,2,0,12,8,0,0,https://www.atptour.com/en/scores/2013/339/MS024/match-stats?isLive=False,65,6,1,33,50,27,33,14,17,0,0,41,50,10,40,7,14,2,2,10,10,17,54,58,104,,,,,,,,,,3,0,40,54,30,40,7,14,0,2,37,54,6,33,3,17,0,0,10,10,9,50,46,104,,,,,,,,,
2013-339-mh30-i230-R32,2013-339,R32,10,,mh30,John Millman,AUS,23.543,i230,Tatsuma Ito,JPN,24.615,Q,,64 61,2,0,12,5,0,0,https://www.atptour.com/en/scores/2013/339/MS017/match-stats?isLive=False,86,7,6,44,69,33,44,11,25,3,4,44,69,7,26,19,27,4,7,9,8,26,53,70,122,,,,,,,,,,2,5,26,53,19,26,8,27,3,7,27,53,11,44,14,25,1,4,8,9,25,69,52,122,,,,,,,,,
2013-339-n289-b747-R32,2013-339,R32,11,,n289,Jarkko Nieminen,FIN,31.435,b747,Julien Benneteau,FRA,31.026,,,63 26 61,2,1,14,10,0,0,https://www.atptour.com/en/scores/2013/339/MS021/match-stats?isLive=False,104,4,1,63,94,40,63,15,31,8,11,55,94,19,48,15,22,5,6,12,12,34,70,89,164,,,,,,,,,,6,6,48,70,29,48,7,22,1,6,36,70,23,63,16,31,3,11,12,12,39,94,75,164,,,,,,,,,
2013-339-n552-me05-R32,2013-339,R32,1,,n552,Kei Nishikori,JPN,23.002,me05,Marinko Matosevic,AUS,27.392,5,,75 62,2,0,13,7,0,0,https://www.atptour.com/en/scores/2013/339/MS023/match-stats?isLive=False,102,2,0,45,72,29,45,17,27,4,5,46,72,12,37,20,33,4,7,10,10,32,70,78,142,,,,,,,,,,3,1,37,70,25,37,13,33,3,7,38,70,16,45,10,27,1,5,10,10,26,72,64,142,,,,,,,,,
2013-339-r419-h940-R32,2013-339,R32,12,,r419,Tommy Robredo,ESP,30.661,h940,Ryan Harrison,USA,20.645,,Q,64 76(4),2,0,13,10,1,0,https://www.atptour.com/en/scores/2013/339/MS022/match-stats?isLive=False,96,6,0,50,64,43,50,8,14,1,1,51,64,13,39,9,29,1,1,11,11,22,68,73,132,,,,,,,,,,4,1,39,68,26,39,20,29,0,1,46,68,7,50,6,14,0,1,11,11,13,64,59,132,,,,,,,,,
2013-339-b837-mb02-R16,2013-339,R16,6,,b837,Marcos Baghdatis,CYP,27.534,mb02,Florian Mayer,GER,29.233,,6,64 62,2,0,12,6,0,0,https://www.atptour.com/en/scores/2013/339/MS012/match-stats?isLive=False,71,15,2,35,55,29,35,9,20,4,5,38,55,16,40,14,25,4,10,9,9,30,65,68,120,,,,,,,,,,1,0,40,65,24,40,11,25,6,10,35,65,6,35,11,20,1,5,9,9,17,55,52,120,,,,,,,,,
2013-339-d801-n289-R16,2013-339,R16,4,(RET),d801,Alexandr Dolgopolov,UKR,24.145,n289,Jarkko Nieminen,FIN,31.435,4,,62 41 (RET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-339-d875-r975-R16,2013-339,R16,2,,d875,Grigor Dimitrov,BUL,21.62,r975,Milos Raonic,CAN,22.008,,2,63 64,2,0,12,7,0,0,https://www.atptour.com/en/scores/2013/339/MS015/match-stats?isLive=False,61,10,4,26,52,26,26,15,26,2,2,41,52,3,24,8,19,2,3,10,9,11,43,52,95,,,,,,,,,,4,2,24,43,21,24,11,19,1,3,32,43,0,26,11,26,0,2,9,10,11,52,43,95,,,,,,,,,
2013-339-i165-h432-R16,2013-339,R16,8,,i165,Denis Istomin,UZB,26.311,h432,Lleyton Hewitt,AUS,31.849,,WC,75 75,2,0,14,10,0,0,https://www.atptour.com/en/scores/2013/339/MS009/match-stats?isLive=False,105,11,2,51,73,42,51,9,22,4,5,51,73,18,48,17,36,3,12,12,12,35,84,86,157,,,,,,,,,,3,1,48,84,30,48,19,36,9,12,49,84,9,51,13,22,1,5,12,12,22,73,71,157,,,,,,,,,
2013-339-m762-gb88-R16,2013-339,R16,7,,m762,Jurgen Melzer,AUT,31.604,gb88,David Goffin,BEL,22.061,7,,64 76(4),2,0,13,10,1,0,https://www.atptour.com/en/scores/2013/339/MS014/match-stats?isLive=False,88,7,2,50,76,37,50,16,26,2,2,53,76,12,45,11,26,1,4,11,11,23,71,76,147,,,,,,,,,,6,4,45,71,33,45,15,26,3,4,48,71,13,50,10,26,0,2,11,11,23,76,71,147,,,,,,,,,
2013-339-mc10-mh30-R16,2013-339,R16,1,,mc10,Andy Murray,GBR,25.623,mh30,John Millman,AUS,23.543,1,Q,61 57 63,2,1,17,11,0,0,https://www.atptour.com/en/scores/2013/339/MS008/match-stats?isLive=False,126,7,3,70,98,49,70,13,28,8,10,62,98,14,47,20,35,5,11,14,14,34,82,96,180,,,,,,,,,,2,5,47,82,33,47,15,35,6,11,48,82,21,70,15,28,2,10,14,14,36,98,84,180,,,,,,,,,
2013-339-n552-r419-R16,2013-339,R16,5,,n552,Kei Nishikori,JPN,23.002,r419,Tommy Robredo,ESP,30.661,5,,63 63,2,0,12,6,0,0,https://www.atptour.com/en/scores/2013/339/MS011/match-stats?isLive=False,86,1,1,34,53,25,34,13,19,0,0,38,53,9,29,17,31,3,11,9,9,26,60,64,113,,,,,,,,,,4,2,29,60,20,29,14,31,8,11,34,60,9,34,6,19,0,0,9,9,15,53,49,113,,,,,,,,,
2013-339-sd32-f444-R16,2013-339,R16,3,,sd32,Gilles Simon,FRA,28.008,f444,Alejandro Falla,COL,29.126,3,,76(5) 76(5),2,0,14,12,2,0,https://www.atptour.com/en/scores/2013/339/MS013/match-stats?isLive=False,132,5,1,43,89,28,43,28,46,6,9,56,89,16,43,13,33,3,4,12,12,29,76,85,165,,,,,,,,,,6,2,43,76,27,43,20,33,1,4,47,76,15,43,18,46,3,9,12,12,33,89,80,165,,,,,,,,,
2013-339-b837-sd32-QF,2013-339,QF,2,,b837,Marcos Baghdatis,CYP,27.534,sd32,Gilles Simon,FRA,28.008,,3,63 64,2,0,12,7,0,0,https://www.atptour.com/en/scores/2013/339/MS006/match-stats?isLive=False,82,6,2,32,62,25,32,16,30,4,5,41,62,13,32,9,20,3,6,10,9,22,52,63,114,,,,,,,,,,3,2,32,52,19,32,11,20,3,6,30,52,7,32,14,30,1,5,9,10,21,62,51,114,,,,,,,,,
2013-339-d875-m762-QF,2013-339,QF,4,,d875,Grigor Dimitrov,BUL,21.62,m762,Jurgen Melzer,AUT,31.604,,7,63 62,2,0,12,5,0,0,https://www.atptour.com/en/scores/2013/339/MS007/match-stats?isLive=False,59,17,1,39,62,33,39,11,23,4,4,44,62,15,32,4,8,3,3,9,8,19,40,63,102,,,,,,,,,,5,2,32,40,17,32,4,8,0,3,21,40,6,39,12,23,0,4,8,9,18,62,39,102,,,,,,,,,
2013-339-mc10-i165-QF,2013-339,QF,1,,mc10,Andy Murray,GBR,25.623,i165,Denis Istomin,UZB,26.311,1,,64 76(3),2,0,13,10,1,0,https://www.atptour.com/en/scores/2013/339/MS004/match-stats?isLive=False,97,4,2,46,71,38,46,16,25,2,2,54,71,12,39,12,31,1,1,11,11,24,70,78,141,,,,,,,,,,7,1,39,70,27,39,19,31,0,1,46,70,8,46,9,25,0,2,11,11,17,71,63,141,,,,,,,,,
2013-339-n552-d801-QF,2013-339,QF,3,,n552,Kei Nishikori,JPN,23.002,d801,Alexandr Dolgopolov,UKR,24.145,5,4,64 76(3),2,0,13,10,1,0,https://www.atptour.com/en/scores/2013/339/MS005/match-stats?isLive=False,87,5,0,39,63,31,39,16,24,2,3,47,63,14,43,11,29,2,4,11,11,25,72,72,135,,,,,,,,,,4,0,43,72,29,43,18,29,2,4,47,72,8,39,8,24,1,3,11,11,16,63,63,135,,,,,,,,,
2013-339-d875-b837-SF,2013-339,SF,2,,d875,Grigor Dimitrov,BUL,21.62,b837,Marcos Baghdatis,CYP,27.534,,,63 57 76(5),2,1,18,16,1,0,https://www.atptour.com/en/scores/2013/339/MS003/match-stats?isLive=False,149,12,3,72,113,57,72,21,41,7,9,78,113,16,69,23,44,2,8,17,16,39,113,117,226,,,,,,,,,,4,3,69,113,53,69,21,44,6,8,74,113,15,72,20,41,2,9,16,17,35,113,109,226,,,,,,,,,
