id,tournament_id,stadie_id,match_order,match_ret,winner_code,winner_name,winner_citizenship,winner_age,loser_code,loser_name,loser_citizenship,loser_age,winner_seed,loser_seed,match_score,winner_sets_won,loser_sets_won,winner_games_won,loser_games_won,winner_tiebreaks_won,loser_tiebreaks_won,stats_url,match_duration,win_aces,win_double_faults,win_first_serves_in,win_first_serves_total,win_first_serve_points_won,win_first_serve_points_total,win_second_serve_points_won,win_second_serve_points_total,win_break_points_saved,win_break_points_serve_total,win_service_points_won,win_service_points_total,win_first_serve_return_won,win_first_serve_return_total,win_second_serve_return_won,win_second_serve_return_total,win_break_points_converted,win_break_points_return_total,win_service_games_played,win_return_games_played,win_return_points_won,win_return_points_total,win_total_points_won,win_total_points_total,win_winners,win_forced_errors,win_unforced_errors,win_net_points_won,win_net_points_total,win_fastest_first_serves_kmh,win_average_first_serves_kmh,win_fastest_second_serve_kmh,win_average_second_serve_kmh,los_aces,los_double_faults,los_first_serves_in,los_first_serves_total,los_first_serve_points_won,los_first_serve_points_total,los_second_serve_points_won,los_second_serve_points_total,los_break_points_saved,los_break_points_serve_total,los_service_points_won,los_service_points_total,los_first_serve_return_won,los_first_serve_return_total,los_second_serve_return_won,los_second_serve_return_total,los_break_points_converted,los_break_points_return_total,los_service_games_played,los_return_games_played,los_return_points_won,los_return_points_total,los_total_points_won,los_total_points_total,los_winners,los_forced_errors,los_unforced_errors,los_net_points_won,los_net_points_total,los_fastest_first_serves_kmh,los_average_first_serves_kmh,los_fastest_second_serve_kmh,los_average_second_serve_kmh
2015-339-mf36-p701-Q1,2015-339,Q1,13,,mf36,Miloslav Mecir,SVK,26.956,p701,Michal Przysiezny,POL,30.884,,,36 63 64,2,1,15,13,0,0,https://www.atptour.com/en/scores/2015/339/QS021/match-stats?isLive=False,102,10,4,58,85,43,58,17,27,1,2,60,85,11,43,13,37,2,4,14,14,24,80,84,165,,,,,,,,,,7,2,43,80,32,43,24,37,2,4,56,80,15,58,10,27,1,2,14,14,25,85,81,165,,,,,,,,,
2015-339-r977-pb37-Q1,2015-339,Q1,15,,r977,Matt Reid,AUS,24.465,pb37,Hans Podlipnik-Castillo,CHI,26.986,,,64 76(5),2,0,13,10,1,0,https://www.atptour.com/en/scores/2015/339/QS030/match-stats?isLive=False,95,8,4,46,66,39,46,10,20,0,1,49,66,11,40,15,34,2,4,11,11,26,74,75,140,,,,,,,,,,10,1,40,74,29,40,19,34,2,4,48,74,7,46,10,20,1,1,11,11,17,66,65,140,,,,,,,,,
2015-339-sf62-g569-Q1,2015-339,Q1,5,,sf62,Tim Smyczek,USA,27.013,g569,Robby Ginepri,USA,32.241,5,,61 61,2,0,12,2,0,0,https://www.atptour.com/en/scores/2015/339/QS027/match-stats?isLive=False,49,7,1,26,41,22,26,8,15,1,1,30,41,16,30,12,18,5,8,7,7,28,48,58,89,,,,,,,,,,2,2,30,48,14,30,6,18,3,8,20,48,4,26,7,15,0,1,7,7,11,41,31,89,,,,,,,,,
2015-339-t840-bh87-Q1,2015-339,Q1,2,,t840,Viktor Troicki,SRB,28.9,bh87,Maverick Banes,AUS,22.733,2,WC,63 76(4),2,0,13,9,1,0,https://www.atptour.com/en/scores/2015/339/QS020/match-stats?isLive=False,76,18,4,40,65,34,40,14,25,4,5,48,65,10,32,11,28,2,2,11,10,21,60,69,125,,,,,,,,,,2,0,32,60,22,32,17,28,0,2,39,60,6,40,11,25,1,5,10,11,17,65,56,125,,,,,,,,,
2015-339-u134-pf39-Q1,2015-339,Q1,8,,u134,Yasutaka Uchiyama,JPN,22.413,pf39,Lucas Pouille,FRA,20.865,,8,63 62,2,0,12,5,0,0,https://www.atptour.com/en/scores/2015/339/QS019/match-stats?isLive=False,56,5,2,30,47,24,30,14,17,0,0,38,47,11,31,12,22,3,9,9,8,23,53,61,100,,,,,,,,,,5,4,31,53,20,31,10,22,6,9,30,53,6,30,3,17,0,0,8,9,9,47,39,100,,,,,,,,,
2015-339-w522-h442-Q1,2015-339,Q1,16,,w522,Rhyne Williams,USA,23.784,h442,Jan Hernych,CZE,35.491,,,76(5) 63,2,0,13,9,1,0,https://www.atptour.com/en/scores/2015/339/QS029/match-stats?isLive=False,93,6,1,50,80,39,50,15,30,4,5,54,80,7,34,10,21,2,3,11,10,17,55,71,135,,,,,,,,,,8,2,34,55,27,34,11,21,1,3,38,55,11,50,15,30,1,5,10,11,26,80,64,135,,,,,,,,,
2015-339-ca99-sf62-Q2,2015-339,Q2,5,,ca99,Marius Copil,ROU,24.215,sf62,Tim Smyczek,USA,27.013,,5,63 76(3),2,0,13,9,1,0,https://www.atptour.com/en/scores/2015/339/QS013/match-stats?isLive=False,88,6,3,41,76,30,41,19,35,6,8,49,76,20,50,4,11,3,6,11,10,24,61,73,137,,,,,,,,,,3,0,50,61,30,50,7,11,3,6,37,61,11,41,16,35,2,8,10,11,27,76,64,137,,,,,,,,,
2015-339-d499-k839-Q2,2015-339,Q2,1,,d499,Frank Dancevic,CAN,30.274,k839,Tobias Kamke,GER,28.62,,1,75 63,2,0,13,8,0,0,https://www.atptour.com/en/scores/2015/339/QS008/match-stats?isLive=False,75,5,1,41,64,34,41,9,23,1,2,43,64,15,44,8,14,3,5,11,10,23,58,66,122,,,,,,,,,,2,1,44,58,29,44,6,14,2,5,35,58,7,41,14,23,1,2,10,11,21,64,56,122,,,,,,,,,
2015-339-k540-u134-Q2,2015-339,Q2,8,,k540,Lukasz Kubot,POL,32.634,u134,Yasutaka Uchiyama,JPN,22.413,,,64 67(4) 62,2,1,18,13,0,1,https://www.atptour.com/en/scores/2015/339/QS009/match-stats?isLive=False,143,9,1,60,92,43,60,24,32,5,5,67,92,13,58,26,51,3,9,15,15,39,109,106,201,,,,,,,,,,15,1,58,109,45,58,25,51,6,9,70,109,17,60,8,32,0,5,15,15,25,92,95,201,,,,,,,,,
2015-339-k771-ma38-Q2,2015-339,Q2,3,,k771,Marsel Ilhan,TUR,27.564,ma38,Jan Mertl,CZE,33.002,3,,64 36 75,2,1,16,15,0,0,https://www.atptour.com/en/scores/2015/339/QS012/match-stats?isLive=False,104,3,2,59,82,46,59,14,23,2,4,60,82,15,59,16,31,3,6,15,16,31,90,91,172,,,,,,,,,,12,5,59,90,44,59,15,31,3,6,59,90,13,59,9,23,2,4,16,15,22,82,81,172,,,,,,,,,
2015-339-kb09-da81-Q2,2015-339,Q2,6,,kb09,Denis Kudla,USA,22.381,da81,Taro Daniel,JPN,21.938,6,,36 75 63,2,1,16,14,0,0,https://www.atptour.com/en/scores/2015/339/QS011/match-stats?isLive=False,111,7,7,44,87,36,44,22,43,2,4,58,87,12,51,13,28,3,4,15,15,25,79,83,166,,,,,,,,,,6,3,51,79,39,51,15,28,1,4,54,79,8,44,21,43,2,4,15,15,29,87,83,166,,,,,,,,,
2015-339-r977-gb93-Q2,2015-339,Q2,7,,r977,Matt Reid,AUS,24.465,gb93,Norbert Gombos,SVK,24.392,,7,36 76(11) 76(3),2,1,17,18,2,0,https://www.atptour.com/en/scores/2015/339/QS015/match-stats?isLive=False,132,23,4,79,115,63,79,19,36,6,7,82,115,10,70,21,43,0,2,16,17,31,113,113,228,,,,,,,,,,19,5,70,113,60,70,22,43,2,2,82,113,16,79,17,36,1,7,17,16,33,115,115,228,,,,,,,,,
2015-339-t840-mf36-Q2,2015-339,Q2,2,,t840,Viktor Troicki,SRB,28.9,mf36,Miloslav Mecir,SVK,26.956,2,,76(5) 26 76(11),2,1,16,18,2,0,https://www.atptour.com/en/scores/2015/339/QS010/match-stats?isLive=False,141,23,1,72,102,59,72,16,30,1,4,75,102,23,95,23,43,1,14,16,16,46,138,121,240,,,,,,,,,,8,3,95,138,72,95,20,43,13,14,92,138,13,72,14,30,3,4,16,16,27,102,119,240,,,,,,,,,
2015-339-w522-h996-Q2,2015-339,Q2,4,,w522,Rhyne Williams,USA,23.784,h996,Pierre-Hugues Herbert,FRA,23.795,,4,63 61,2,0,12,4,0,0,https://www.atptour.com/en/scores/2015/339/QS014/match-stats?isLive=False,60,7,3,26,44,24,26,10,18,2,2,34,44,8,21,14,25,4,6,8,8,22,46,56,90,,,,,,,,,,6,4,21,46,13,21,11,25,2,6,24,46,2,26,8,18,0,2,8,8,10,44,34,90,,,,,,,,,
2015-339-ca99-k771-Q3,2015-339,Q3,2,,ca99,Marius Copil,ROU,24.215,k771,Marsel Ilhan,TUR,27.564,,3,62 63,2,0,12,5,0,0,https://www.atptour.com/en/scores/2015/339/QS006/match-stats?isLive=False,68,12,3,37,60,28,37,13,23,5,5,41,60,16,37,9,17,3,5,9,8,25,54,66,114,,,,,,,,,,2,1,37,54,21,37,8,17,2,5,29,54,9,37,10,23,0,5,8,9,19,60,48,114,,,,,,,,,
2015-339-k540-d499-Q3,2015-339,Q3,3,,k540,Lukasz Kubot,POL,32.634,d499,Frank Dancevic,CAN,30.274,,,63 62,2,0,12,5,0,0,https://www.atptour.com/en/scores/2015/339/QS004/match-stats?isLive=False,69,16,3,42,66,35,42,11,24,7,7,46,66,14,35,8,16,3,6,9,8,22,51,68,117,,,,,,,,,,6,2,35,51,21,35,8,16,3,6,29,51,7,42,13,24,0,7,8,9,20,66,49,117,,,,,,,,,
2015-339-kb09-t840-Q3,2015-339,Q3,1,,kb09,Denis Kudla,USA,22.381,t840,Viktor Troicki,SRB,28.9,6,2,64 62,2,0,12,6,0,0,https://www.atptour.com/en/scores/2015/339/QS005/match-stats?isLive=False,66,5,1,33,64,25,33,19,31,4,4,44,64,11,31,8,20,3,7,9,9,19,51,63,115,,,,,,,,,,3,2,31,51,20,31,12,20,4,7,32,51,8,33,12,31,0,4,9,9,20,64,52,115,,,,,,,,,
2015-339-w522-r977-Q3,2015-339,Q3,4,,w522,Rhyne Williams,USA,23.784,r977,Matt Reid,AUS,24.465,,,63 64,2,0,12,7,0,0,https://www.atptour.com/en/scores/2015/339/QS007/match-stats?isLive=False,74,12,2,36,55,28,36,11,19,1,2,39,55,6,25,13,25,3,6,10,9,19,50,58,105,,,,,,,,,,6,3,25,50,19,25,12,25,3,6,31,50,8,36,8,19,1,2,9,10,16,55,47,105,,,,,,,,,
2015-339-ca12-g806-R32,2015-339,R32,5,,ca12,Jeremy Chardy,FRA,27.895,g806,Andrey Golubev,KAZ,27.451,,,64 64,2,0,12,8,0,0,https://www.atptour.com/en/scores/2015/339/MS021/match-stats?isLive=False,69,7,1,39,53,31,39,11,14,0,0,42,53,8,38,11,19,2,3,10,10,19,57,61,110,,,,,,,,,,9,2,38,57,30,38,8,19,1,3,38,57,8,39,3,14,0,0,10,10,11,53,49,110,,,,,,,,,
2015-339-d801-b884-R32,2015-339,R32,3,,d801,Alexandr Dolgopolov,UKR,26.158,b884,Carlos Berlocq,ARG,31.919,7,,62 63,2,0,12,5,0,0,https://www.atptour.com/en/scores/2015/339/MS023/match-stats?isLive=False,78,6,1,31,49,24,31,12,18,3,4,36,49,21,53,17,25,4,15,9,8,38,78,74,127,,,,,,,,,,3,2,53,78,32,53,8,25,11,15,40,78,7,31,6,18,1,4,8,9,13,49,53,127,,,,,,,,,
2015-339-d994-sd32-R32,2015-339,R32,2,,d994,James Duckworth,AUS,22.954,sd32,Gilles Simon,FRA,30.021,WC,6,62 62,2,0,12,4,0,0,https://www.atptour.com/en/scores/2015/339/MS019/match-stats?isLive=False,68,4,0,27,45,20,27,11,18,2,3,31,45,15,37,14,19,5,15,8,8,29,56,60,101,,,,,,,,,,2,1,37,56,22,37,5,19,10,15,27,56,7,27,7,18,1,3,8,8,14,45,41,101,,,,,,,,,
2015-339-g940-h432-R32,2015-339,R32,6,,g940,Sam Groth,AUS,27.209,h432,Lleyton Hewitt,AUS,33.862,,,63 62,2,0,12,5,0,0,https://www.atptour.com/en/scores/2015/339/MS025/match-stats?isLive=False,59,14,0,34,47,30,34,8,13,2,2,38,47,9,22,9,23,3,4,9,8,18,45,56,92,,,,,,,,,,1,2,22,45,13,22,14,23,1,4,27,45,4,34,5,13,0,2,8,9,9,47,36,92,,,,,,,,,
2015-339-j386-me05-R32,2015-339,R32,7,,j386,Steve Johnson,USA,25.029,me05,Marinko Matosevic,AUS,29.405,,,26 76(0) 75,2,1,16,17,1,0,https://www.atptour.com/en/scores/2015/339/MS030/match-stats?isLive=False,136,14,3,58,95,45,58,24,37,4,6,69,95,17,68,19,38,1,4,16,16,36,106,105,201,,,,,,,,,,10,5,68,106,51,68,19,38,3,4,70,106,13,58,13,37,2,6,16,16,26,95,96,201,,,,,,,,,
2015-339-k540-a678-R32,2015-339,R32,1,,k540,Lukasz Kubot,POL,32.634,a678,Kevin Anderson,RSA,28.629,Q,5,76(3) 64,2,0,13,10,1,0,https://www.atptour.com/en/scores/2015/339/MS024/match-stats?isLive=False,110,6,5,51,78,35,51,14,27,3,5,49,78,13,43,16,33,3,7,11,11,29,76,78,154,,,,,,,,,,12,3,43,76,30,43,17,33,4,7,47,76,16,51,13,27,2,5,11,11,29,78,76,154,,,,,,,,,
2015-339-k926-ca99-R32,2015-339,R32,9,,k926,Mikhail Kukushkin,KAZ,27.024,ca99,Marius Copil,ROU,24.215,,Q,64 46 64,2,1,16,14,0,0,https://www.atptour.com/en/scores/2015/339/MS026/match-stats?isLive=False,113,3,1,56,84,42,56,16,28,1,3,58,84,10,56,18,33,3,6,15,15,28,89,86,173,,,,,,,,,,17,2,56,89,46,56,15,33,3,6,61,89,14,56,12,28,2,3,15,15,26,84,87,173,,,,,,,,,
2015-339-k966-m762-R32,2015-339,R32,8,,k966,Martin Klizan,SVK,25.481,m762,Jurgen Melzer,AUT,33.618,,PR,67(5) 76(6) 61,2,1,19,14,1,1,https://www.atptour.com/en/scores/2015/339/MS022/match-stats?isLive=False,144,9,4,79,130,55,79,27,51,6,8,82,130,22,62,14,33,4,8,16,15,36,95,118,225,,,,,,,,,,4,4,62,95,40,62,19,33,4,8,59,95,24,79,24,51,2,8,15,16,48,130,107,225,,,,,,,,,
2015-339-kd46-b747-R32,2015-339,R32,4,,kd46,Thanasi Kokkinakis,AUS,18.733,b747,Julien Benneteau,FRA,33.04,WC,8,64 63,2,0,12,7,0,0,https://www.atptour.com/en/scores/2015/339/MS028/match-stats?isLive=False,75,9,1,30,52,25,30,14,22,1,2,39,52,10,33,12,19,3,4,10,9,22,52,61,104,,,,,,,,,,5,3,33,52,23,33,7,19,1,4,30,52,5,30,8,22,1,2,9,10,13,52,43,104,,,,,,,,,
2015-339-mh30-w522-R32,2015-339,R32,10,,mh30,John Millman,AUS,25.556,w522,Rhyne Williams,USA,23.784,WC,Q,63 61,2,0,12,4,0,0,https://www.atptour.com/en/scores/2015/339/MS017/match-stats?isLive=False,65,6,2,24,44,19,24,14,20,1,1,33,44,11,31,14,19,4,5,8,8,25,50,58,94,,,,,,,,,,3,4,31,50,20,31,5,19,1,5,25,50,5,24,6,20,0,1,8,8,11,44,36,94,,,,,,,,,
2015-339-n289-kb09-R32,2015-339,R32,11,,n289,Jarkko Nieminen,FIN,33.448,kb09,Denis Kudla,USA,22.381,,Q,46 61 64,2,1,16,11,0,0,https://www.atptour.com/en/scores/2015/339/MS018/match-stats?isLive=False,104,4,0,59,92,39,59,17,33,4,7,56,92,24,50,14,33,5,8,14,13,38,83,94,175,,,,,,,,,,6,1,50,83,26,50,19,33,3,8,45,83,20,59,16,33,3,7,13,14,36,92,81,175,,,,,,,,,
2015-339-ta46-q927-R32,2015-339,R32,12,,ta46,Bernard Tomic,AUS,22.204,q927,Sam Querrey,USA,27.241,,,75 76(5),2,0,14,11,1,0,https://www.atptour.com/en/scores/2015/339/MS029/match-stats?isLive=False,83,5,0,46,77,36,46,21,31,4,5,57,77,7,42,14,28,2,6,12,12,21,70,78,147,,,,,,,,,,20,3,42,70,35,42,14,28,4,6,49,70,10,46,10,31,1,5,12,12,20,77,69,147,,,,,,,,,
2015-339-d875-ca12-R16,2015-339,R16,4,,d875,Grigor Dimitrov,BUL,23.634,ca12,Jeremy Chardy,FRA,27.895,4,,36 64 76(8),2,1,16,16,1,0,https://www.atptour.com/en/scores/2015/339/MS010/match-stats?isLive=False,148,10,3,64,107,46,64,23,43,5,7,69,107,18,78,28,48,1,13,16,15,46,126,115,233,,,,,,,,,,9,6,78,126,60,78,20,48,12,13,80,126,18,64,20,43,2,7,15,16,38,107,118,233,,,,,,,,,
2015-339-d994-n289-R16,2015-339,R16,6,,d994,James Duckworth,AUS,22.954,n289,Jarkko Nieminen,FIN,33.448,WC,,46 76(5) 63,2,1,17,15,1,0,https://www.atptour.com/en/scores/2015/339/MS009/match-stats?isLive=False,123,16,3,66,114,51,66,24,48,7,9,75,114,15,60,13,32,2,6,16,15,28,92,103,206,,,,,,,,,,5,0,60,92,45,60,19,32,4,6,64,92,15,66,24,48,2,9,15,16,39,114,103,206,,,,,,,,,
2015-339-f324-mh30-R16,2015-339,R16,1,,f324,Roger Federer,SUI,33.405,mh30,John Millman,AUS,25.556,1,WC,46 64 63,2,1,16,13,0,0,https://www.atptour.com/en/scores/2015/339/MS008/match-stats?isLive=False,122,8,3,50,85,37,50,19,35,9,11,56,85,28,72,20,40,4,13,14,15,48,112,104,197,,,,,,,,,,2,2,72,112,44,72,20,40,9,13,64,112,13,50,16,35,2,11,15,14,29,85,93,197,,,,,,,,,
2015-339-g940-k540-R16,2015-339,R16,7,,g940,Sam Groth,AUS,27.209,k540,Lukasz Kubot,POL,32.634,,Q,64 67(2) 76(3),2,1,19,17,1,1,https://www.atptour.com/en/scores/2015/339/MS012/match-stats?isLive=False,148,21,2,80,111,62,80,19,31,2,2,81,111,17,75,15,37,1,7,17,17,32,112,113,223,,,,,,,,,,14,5,75,112,58,75,22,37,6,7,80,112,18,80,12,31,0,2,17,17,30,111,110,223,,,,,,,,,
2015-339-k966-d801-R16,2015-339,R16,5,,k966,Martin Klizan,SVK,25.481,d801,Alexandr Dolgopolov,UKR,26.158,,7,16 76(6) 76(7),2,1,15,18,2,0,https://www.atptour.com/en/scores/2015/339/MS011/match-stats?isLive=False,147,4,5,73,116,46,73,18,43,5,10,64,116,17,68,16,35,3,4,15,16,33,103,97,219,,,,,,,,,,16,2,68,103,51,68,19,35,1,4,70,103,27,73,25,43,5,10,16,15,52,116,122,219,,,,,,,,,
2015-339-n552-j386-R16,2015-339,R16,2,,n552,Kei Nishikori,JPN,25.016,j386,Steve Johnson,USA,25.029,2,,64 75,2,0,13,9,0,0,https://www.atptour.com/en/scores/2015/339/MS015/match-stats?isLive=False,81,7,1,45,67,34,45,16,22,2,2,50,67,9,33,11,28,2,3,11,11,20,61,70,128,,,,,,,,,,6,1,33,61,24,33,17,28,1,3,41,61,11,45,6,22,0,2,11,11,17,67,58,128,,,,,,,,,
2015-339-r975-k926-R16,2015-339,R16,3,,r975,Milos Raonic,CAN,24.021,k926,Mikhail Kukushkin,KAZ,27.024,3,,63 64,2,0,12,7,0,0,https://www.atptour.com/en/scores/2015/339/MS013/match-stats?isLive=False,61,17,4,31,48,28,31,12,17,0,0,40,48,10,32,10,22,2,4,10,9,20,54,60,102,,,,,,,,,,1,1,32,54,22,32,12,22,2,4,34,54,3,31,5,17,0,0,9,10,8,48,42,102,,,,,,,,,
2015-339-ta46-kd46-R16,2015-339,R16,8,,ta46,Bernard Tomic,AUS,22.204,kd46,Thanasi Kokkinakis,AUS,18.733,,WC,76(2) 61,2,0,13,7,1,0,https://www.atptour.com/en/scores/2015/339/MS014/match-stats?isLive=False,79,8,1,51,72,38,51,12,21,0,0,50,72,9,32,15,29,2,5,10,9,24,61,74,133,,,,,,,,,,7,3,32,61,23,32,14,29,3,5,37,61,13,51,9,21,0,0,9,10,22,72,59,133,,,,,,,,,
2015-339-d875-k966-QF,2015-339,QF,4,,d875,Grigor Dimitrov,BUL,23.634,k966,Martin Klizan,SVK,25.481,4,,63 64,2,0,12,7,0,0,https://www.atptour.com/en/scores/2015/339/MS005/match-stats?isLive=False,73,7,2,34,57,26,34,12,23,1,3,38,57,13,37,11,16,4,5,10,9,24,53,62,110,,,,,,,,,,3,1,37,53,24,37,5,16,1,5,29,53,8,34,11,23,2,3,9,10,19,57,48,110,,,,,,,,,
2015-339-f324-d994-QF,2015-339,QF,1,,f324,Roger Federer,SUI,33.405,d994,James Duckworth,AUS,22.954,1,WC,60 61,2,0,12,1,0,0,https://www.atptour.com/en/scores/2015/339/MS004/match-stats?isLive=False,41,12,2,21,30,19,21,6,9,0,0,25,30,17,25,9,13,6,8,6,7,26,38,51,68,,,,,,,,,,0,1,25,38,8,25,4,13,2,8,12,38,2,21,3,9,0,0,7,6,5,30,17,68,,,,,,,,,
2015-339-n552-ta46-QF,2015-339,QF,2,,n552,Kei Nishikori,JPN,25.016,ta46,Bernard Tomic,AUS,22.204,2,,60 64,2,0,12,4,0,0,https://www.atptour.com/en/scores/2015/339/MS007/match-stats?isLive=False,59,5,1,26,38,24,26,8,12,0,0,32,38,15,41,17,27,4,16,8,8,32,68,64,106,,,,,,,,,,10,2,41,68,26,41,10,27,12,16,36,68,2,26,4,12,0,0,8,8,6,38,42,106,,,,,,,,,
